1,0.54243,-0.022686,-0.14246,-0.0067823,0.10883,0.24716,0.29642,0.18042,0.2539,0.12113,0.17634,-0.16229,-0.21053,-0.23936,-0.2934,-0.15317,0.23796,-0.066816,0.026591,0.097474,0.20547,0.22469,0.026197,0.29511,0.20557,-0.0040594,-0.026751,0.11254,0.32148,-0.15225,-0.0062337,-0.035054,-0.05763,0.094839,-0.1045,0.53735,0.4185,0.26454,0.26614,0.34816,0.31952,-0.010413,0.11429,-0.11917,-0.2195,-0.10917,-0.096807,0.36182,0.36368,0.30799,0.34487,0.38762,0.45865,0.232,0.22678,0.13766,0.1156,0.050602,0.066055,0.16989,0.22991,0.17834,0.23366,0.18291,-0.25985,-0.27278,-0.011162,0.17005,0.14082,0.078193,0.19135,-0.23558,-0.32626,-0.24848,-0.29971,-0.36754,-0.471,-0.43973,-0.25453,-0.031869,-0.13728,-0.043409,0.20349,-0.22756,-0.38955,-0.29723,-0.13778,-0.18757,-0.3318,-0.1667,0.0067372,0.1929,0.083758,-0.069795,0.14562,-0.17155,-0.30768,-0.21344,-0.049393
0.54243,1,0.27393,0.0086375,0.019658,0.024785,0.12201,0.16731,0.0068581,0.11017,0.045179,0.1362,-0.059493,0.11114,0.074867,-0.15095,-0.023642,0.051165,-0.064934,0.073538,0.094457,0.064103,0.1837,0.11397,0.22828,0.21049,0.17888,0.0032244,0.094621,0.093276,-0.041655,0.068956,-0.01769,-0.12677,0.12569,0.066194,0.32227,0.23682,0.22963,0.17588,0.17883,0.13195,0.13019,0.13014,-0.15133,-0.22208,-0.044955,0.02288,0.22039,0.19612,0.14165,0.20887,0.21618,0.27739,0.35889,0.21292,0.10024,0.077982,0.0449,-0.0032472,0.0906,0.1509,0.080965,0.16417,0.12153,-0.04099,0.030812,0.17115,0.20023,0.14639,0.012977,0.0093424,-0.17142,-0.096699,-0.082413,-0.11867,-0.17485,-0.20865,-0.17819,0.011048,0.085081,-0.036084,-0.10514,0.037101,-0.096486,-0.15316,-0.10887,-0.043568,-0.10592,-0.069109,-0.073709,0.026176,0.16625,0.18672,0.0086844,0.045029,-0.068836,-0.12523,-0.075784,0.014298
-0.022686,0.27393,1,0.40056,0.1683,0.14211,0.085544,0.075742,0.059044,0.071987,-0.03947,0.14713,0.0070122,-0.00060087,0.4542,0.23855,0.19288,0.069202,-0.1211,0.1604,0.18058,0.022459,-0.048617,0.19309,0.12123,-0.0079096,0.28114,0.17958,0.15711,0.095683,-0.073676,0.18375,0.15053,-0.041266,-0.065759,0.11164,0.080276,0.013313,0.12013,0.0098394,0.011566,0.12684,0.11742,0.18015,0.060045,-0.060587,-0.057356,-0.020258,-0.0042501,-0.11255,-0.16307,-0.14664,-0.10172,0.082068,0.021258,0.21802,0.16458,0.058438,0.00285,-0.00080354,-0.005223,-0.14253,-0.24123,-0.20648,-0.20463,-0.1097,-0.060138,0.10165,0.17803,0.093991,-0.038801,-0.057541,0.076653,0.0062577,-0.095338,-0.080205,-0.15757,-0.11258,-0.046669,-0.053803,0.071557,0.03485,-0.13249,-0.12236,0.096866,0.0015079,-0.098788,-0.014456,-0.082294,0.010083,0.095163,0.078142,0.13962,0.13737,0.022608,0.040783,-0.061101,-0.11882,-0.1534,-0.0084015
-0.14246,0.0086375,0.40056,1,0.46855,0.12635,-0.14921,-0.11513,-0.010439,-0.030745,0.081618,0.22582,0.32441,0.20133,0.33197,0.56779,0.25054,-0.13175,0.10642,0.17109,0.16128,-0.021799,-0.11594,0.17757,0.18034,-0.095771,0.22444,0.15995,-0.016407,-0.17097,0.17689,0.19759,0.19846,0.057965,-0.070616,0.085969,-0.16739,-0.2645,-0.027319,-0.21925,-0.22606,-0.10129,0.045214,0.06966,0.14285,0.097653,0.092389,0.0027298,-0.2973,-0.3947,-0.39256,-0.43425,-0.3922,-0.27349,-0.14655,0.03252,0.010998,-0.060785,-0.062025,-0.057757,-0.20744,-0.36904,-0.37435,-0.43368,-0.39498,-0.08878,0.09846,0.16196,0.061274,-0.016527,-0.10058,-0.072822,0.28322,0.1673,0.10696,0.10671,0.038247,0.13632,0.22677,0.23613,0.22581,0.18028,-0.0053761,-0.035399,0.32804,0.24438,0.20672,0.28133,0.20371,0.27542,0.33203,0.26385,0.14429,-0.019005,0.015591,-0.0096538,0.083251,0.066685,0.12646,0.27546
-0.0067823,0.019658,0.1683,0.46855,1,0.49254,0.093081,0.1415,0.086389,0.027831,0.067842,0.13461,0.17571,0.10618,0.088005,0.24765,0.35583,0.25865,0.10716,0.30409,0.27833,0.013859,-0.013824,0.09414,0.070733,-0.16675,-0.029156,-0.034822,0.051421,0.13531,0.23677,0.28545,0.26238,0.055012,0.051534,0.11403,-0.10327,-0.23473,-0.11476,-0.19387,-0.081157,0.054759,0.29043,0.16988,0.13582,0.07644,0.14036,0.13202,-0.21555,-0.27226,-0.23421,-0.26021,-0.22909,-0.11644,0.041105,0.11693,0.012382,-0.08385,0.014328,-0.015068,-0.16316,-0.23716,-0.16469,-0.2522,-0.24946,-0.11643,0.058176,0.056661,-0.071311,-0.065088,-0.05301,-0.028126,0.19233,0.12218,0.15067,0.060379,0.0035907,0.021428,0.095878,0.012863,-0.046005,0.11186,-0.024841,0.060012,0.19163,0.11941,0.13631,0.17357,0.12694,0.14817,0.17868,0.13,0.083657,0.060957,0.074533,0.16011,0.033823,-0.027246,-0.0037219,0.16678
0.10883,0.024785,0.14211,0.12635,0.49254,1,0.43587,0.090398,0.00108,0.057706,0.06413,0.088721,0.034982,0.013914,0.077369,0.11339,0.17812,0.66755,0.34107,0.20899,0.25629,0.15545,0.018269,-0.0081797,0.10034,-0.13055,-0.14122,-0.05355,0.030028,0.32473,0.19749,0.2194,0.27236,0.21818,0.11557,0.078102,0.057161,-0.11897,-0.20368,-0.13222,-0.035523,0.052609,-0.011436,0.1633,0.1489,0.17086,0.18628,0.20722,-0.069699,-0.10006,-0.079841,-0.080193,-0.10046,-0.01761,-0.15756,0.14415,-0.034474,-0.076481,-0.085275,-0.0022121,-0.12949,-0.11709,0.0135,-0.056097,-0.12281,-0.061776,-0.098102,0.019491,-0.1562,-0.15166,-0.20675,-0.048161,-0.044554,-0.054909,0.13888,0.042034,-0.02327,-0.023068,-0.0035668,-0.092141,-0.12559,-0.020663,-0.13089,0.034582,-0.056149,-0.04662,0.074477,0.061274,0.0302,-0.032782,0.011509,-0.014291,-0.056717,-0.12382,-0.13348,0.076925,-0.1025,-0.082241,-0.085113,0.0070543
0.24716,0.12201,0.085544,-0.14921,0.093081,0.43587,1,0.42096,-0.033319,0.16594,0.23675,0.14331,-0.19759,-0.1237,-0.07132,-0.19614,0.00058105,0.50725,0.37541,0.27689,0.11351,0.2028,0.26272,0.068184,-0.0087092,0.055213,-0.015404,0.035783,0.25068,0.47217,0.069446,0.15642,0.085181,0.098824,0.19241,0.039863,0.19517,0.16756,0.096844,0.22946,0.34987,0.31819,0.011911,0.089016,0.0013451,-0.011617,0.043469,0.060155,0.12303,0.18182,0.15304,0.29743,0.24482,0.27152,0.036267,0.19661,0.1408,0.12014,-0.09617,0.070214,0.015107,0.14699,0.10727,0.23278,0.11545,-0.11943,-0.20503,-0.063085,0.022999,0.07279,-0.16837,0.05166,-0.16368,-0.10234,-0.10354,-0.19433,-0.20351,-0.2344,-0.25255,-0.32567,-0.25825,-0.1167,-0.15255,0.018149,-0.087849,-0.13027,-0.26932,-0.26,-0.17244,-0.1518,-0.26858,-0.26824,-0.15193,-0.023987,-0.16294,0.18611,0.053856,-0.020321,-0.24826,-0.22019
0.29642,0.16731,0.075742,-0.11513,0.1415,0.090398,0.42096,1,0.49532,0.2252,0.19603,0.21167,-0.39629,-0.39211,-0.30078,-0.38158,-0.25603,0.21823,-0.065282,0.35578,0.20397,0.10646,0.26235,-0.047794,0.12158,0.1273,-0.01023,0.0014708,0.10865,0.40971,-0.12418,0.10568,-0.10194,-0.20206,0.11712,-0.15151,0.46955,0.4265,0.31486,0.37776,0.48296,0.48453,0.12423,0.14235,-0.28037,-0.34503,-0.09338,-0.03854,0.29224,0.29634,0.23514,0.38038,0.41562,0.50587,0.17092,0.18584,0.019495,0.02016,-0.019257,0.10781,0.16222,0.17096,0.028033,0.18701,0.13188,-0.39282,-0.4798,-0.2853,-0.041355,0.069277,-0.01423,0.13375,-0.08944,-0.251,-0.37901,-0.48032,-0.48584,-0.56961,-0.60036,-0.57113,-0.32634,-0.20893,-0.083905,0.051103,-0.05066,-0.27813,-0.45289,-0.37886,-0.32446,-0.3375,-0.29397,-0.1802,0.091207,0.010353,-0.070141,0.1796,0.024621,-0.23315,-0.32631,-0.21901
0.18042,0.0068581,0.059044,-0.010439,0.086389,0.00108,-0.033319,0.49532,1,0.37327,0.035175,0.039308,-0.099443,-0.14798,-0.14478,-0.078631,-0.19805,0.10123,-0.19249,0.074001,0.45094,0.21268,0.058328,-0.078913,0.070955,-0.022995,0.010899,-0.022194,-0.049458,0.18143,-0.12213,-0.00087496,0.11296,0.00095256,0.0023694,-0.074456,0.17069,0.089479,0.15398,0.048637,0.17628,0.18955,0.093822,0.14914,-0.031218,-0.097652,-0.064325,0.021165,0.10491,0.043252,0.010822,0.022688,0.12324,0.18388,0.0083885,0.19969,0.082191,0.05525,-0.0072664,0.0072481,0.1349,-0.0084707,-0.051185,-0.062326,-0.025523,-0.26999,-0.25472,-0.069957,0.031968,0.089395,0.024477,-0.025467,0.15516,-0.11023,-0.080086,-0.19374,-0.24324,-0.28856,-0.24776,-0.27031,-0.10133,-0.0054519,0.011459,-0.061813,0.075958,-0.13951,-0.046397,-0.055091,-0.012267,-0.1003,0.042156,0.087788,0.24633,0.10825,-0.0081694,-0.037603,-0.068251,-0.25893,-0.098797,-0.078607
0.2539,0.11017,0.071987,-0.030745,0.027831,0.057706,0.16594,0.2252,0.37327,1,0.46892,0.063231,-0.062603,-0.11442,-0.020473,-0.10293,-0.064395,0.15533,0.0164,0.17353,0.25061,0.51614,0.25648,-0.0038534,0.19012,0.058488,0.15567,0.023868,0.10759,0.19367,-0.030156,0.16634,0.10493,0.071393,0.042332,0.03747,0.25618,0.1563,0.24343,0.12807,0.22366,0.16101,0.0058513,0.18582,-0.0021626,-0.080677,-0.0645,0.10682,0.25159,0.15462,0.17324,0.13428,0.18818,0.18333,-0.020363,0.17334,0.13955,0.25133,0.039579,0.024792,0.19528,0.058219,0.086637,0.056607,0.049087,-0.22363,-0.2253,-0.026925,0.15334,0.28436,0.065114,0.060605,-0.07613,-0.25697,-0.13289,-0.18058,-0.22693,-0.26635,-0.21637,-0.16851,0.027961,0.00096966,-0.01055,0.1434,-0.052379,-0.19321,-0.035735,0.068854,0.024784,-0.194,0.023929,0.10103,0.18186,0.050858,-0.092042,0.21721,-0.033253,-0.088512,0.020959,0.054146
0.12113,0.045179,-0.03947,0.081618,0.067842,0.06413,0.23675,0.19603,0.035175,0.46892,1,0.4732,-0.0058881,0.017769,0.029451,0.040188,-0.0011973,0.072281,0.25249,0.24517,0.088647,0.16618,0.55829,0.2932,0.10588,0.14273,0.091943,0.17626,0.097719,0.18122,0.22111,0.21738,0.07261,-0.066063,0.17775,0.13177,0.10856,0.10131,0.054757,0.14021,0.12281,0.23201,0.086046,0.14846,0.02706,-0.10261,-0.017751,0.06667,0.055332,0.0099918,-0.061785,0.0024026,0.0058957,0.07524,-0.09684,0.066565,0.0054965,0.063373,0.018174,0.0071371,-0.012019,-0.095311,-0.17018,-0.092731,-0.10994,-0.17851,-0.2047,-0.036442,0.052864,0.13663,0.0049055,0.073136,-0.097399,-0.21423,-0.19526,-0.17531,-0.17307,-0.14229,-0.1363,-0.067479,0.11671,0.046568,-0.064551,0.17204,-0.006259,-0.097203,-0.12096,-0.040301,-0.020671,-0.073545,-0.027096,0.04971,0.069736,-0.046844,-0.18732,0.14103,0.020935,-0.032827,-0.082214,0.0037008
0.17634,0.1362,0.14713,0.22582,0.13461,0.088721,0.14331,0.21167,0.039308,0.063231,0.4732,1,0.09713,0.066074,-0.08013,0.043228,0.10864,0.080335,0.15106,0.23563,0.12945,-0.044059,0.25627,0.49735,0.16405,0.062104,0.016762,0.074259,0.16387,0.1867,0.17678,0.2341,0.12339,-0.055523,0.057625,0.046305,0.074244,0.010198,0.094905,0.061227,0.10155,0.24172,0.13762,0.22159,0.069134,-0.0050105,-0.030335,-0.059755,-0.018382,-0.068236,-0.12227,-0.068018,-0.043032,0.071967,0.0020467,0.145,0.045102,0.036552,0.12392,-0.046662,-0.062774,-0.1088,-0.20424,-0.1155,-0.13427,-0.12199,-0.088572,0.012107,0.021808,0.12391,0.19774,0.043899,-0.022863,-0.047871,-0.11377,-0.057905,-0.12123,-0.091049,-0.058031,-0.068808,0.0089615,0.17756,0.14275,0.14054,0.076919,0.050138,-0.012845,0.07748,0.049657,0.090652,0.12953,0.066196,0.079408,0.084567,0.044663,0.11548,0.05661,0.06524,0.10238,0.15358
-0.16229,-0.059493,0.0070122,0.32441,0.17571,0.034982,-0.19759,-0.39629,-0.099443,-0.062603,-0.0058881,0.09713,1,0.77115,0.31662,0.56564,0.48563,-0.12903,0.17792,0.15943,0.15953,-0.0018924,-0.12572,0.32771,0.34473,0.029824,0.18613,0.1216,0.16785,-0.30198,0.28019,0.28072,0.44897,0.37008,0.074213,0.46044,-0.58235,-0.58808,-0.17714,-0.43342,-0.36532,-0.40078,0.075392,0.12245,0.58959,0.55298,0.30834,0.31666,-0.45448,-0.52523,-0.52674,-0.63312,-0.61562,-0.69023,-0.16891,0.025689,0.24865,0.13788,0.15545,-0.15199,-0.16507,-0.31224,-0.32765,-0.41888,-0.30097,0.36727,0.5734,0.43799,0.16443,0.094929,0.07267,-0.32238,0.49397,0.53587,0.45883,0.61918,0.62865,0.7145,0.74184,0.61279,0.26015,0.42591,0.10501,-0.17731,0.423,0.58211,0.53461,0.55912,0.62583,0.65912,0.4425,0.1742,-0.092705,0.14875,0.21482,-0.18205,0.20403,0.3546,0.34402,0.35922
-0.21053,0.11114,-0.00060087,0.20133,0.10618,0.013914,-0.1237,-0.39211,-0.14798,-0.11442,0.017769,0.066074,0.77115,1,0.44518,0.51856,0.47322,-0.091032,0.24527,0.20734,0.12222,-0.094956,-0.036916,0.35015,0.16654,0.27771,0.30114,0.15312,0.16357,-0.26628,0.36123,0.30882,0.36387,0.25609,0.12384,0.44959,-0.53278,-0.51883,-0.13027,-0.36539,-0.3468,-0.39172,0.14944,0.10157,0.46607,0.46963,0.26399,0.23507,-0.31561,-0.40938,-0.3802,-0.50155,-0.49088,-0.61571,-0.10546,0.050555,0.26664,0.15336,0.076589,-0.2724,-0.053814,-0.21992,-0.1739,-0.29725,-0.17132,0.40125,0.56238,0.48394,0.23426,0.11826,0.028438,-0.36767,0.37578,0.44176,0.4565,0.56362,0.606,0.67883,0.70036,0.63934,0.27774,0.37315,0.14549,-0.10398,0.323,0.5081,0.44476,0.4681,0.49684,0.55116,0.43172,0.22545,-0.0072677,0.2004,0.24643,-0.10864,0.18108,0.36188,0.23449,0.28168
-0.23936,0.074867,0.4542,0.33197,0.088005,0.077369,-0.07132,-0.30078,-0.14478,-0.020473,0.029451,-0.08013,0.31662,0.44518,1,0.51984,0.36221,-0.044708,0.017341,0.11291,0.19488,0.086538,0.0061571,0.15982,-0.079952,-0.083368,0.59866,0.12507,-0.0045479,-0.19847,0.087431,0.15188,0.29365,0.20067,0.028607,0.16257,-0.35781,-0.408,-0.15384,-0.35071,-0.41907,-0.29172,0.060824,-0.026674,0.22921,0.19441,0.044752,-0.049033,-0.20367,-0.3565,-0.30773,-0.4371,-0.43351,-0.41561,-0.2098,0.055796,0.16502,0.0713,-0.022478,-0.27195,-0.056883,-0.27302,-0.23233,-0.35417,-0.3146,0.055275,0.22551,0.33106,0.23493,0.087274,-0.060141,-0.28589,0.18338,0.19539,0.16829,0.25484,0.21672,0.30261,0.40437,0.39583,0.32348,0.21567,-0.035382,-0.11786,0.26149,0.27096,0.20892,0.36511,0.26471,0.23415,0.40661,0.30937,0.16979,0.085799,0.013815,-0.098006,0.1067,0.13202,0.044183,0.24214
-0.2934,-0.15095,0.23855,0.56779,0.24765,0.11339,-0.19614,-0.38158,-0.078631,-0.10293,0.040188,0.043228,0.56564,0.51856,0.51984,1,0.59709,-0.052395,0.071126,0.17909,0.1912,-0.0040699,-0.22333,0.14016,-0.012278,-0.15031,0.20076,0.43339,0.17615,-0.14216,0.20526,0.32725,0.40653,0.25367,-0.19141,0.16408,-0.5366,-0.57196,-0.292,-0.48122,-0.44339,-0.19901,0.11322,0.20636,0.47187,0.34666,0.029132,0.056077,-0.49819,-0.60376,-0.59423,-0.68403,-0.62924,-0.55184,-0.26951,0.10165,0.19876,0.032305,-0.077588,-0.29316,-0.28125,-0.49183,-0.47833,-0.59683,-0.48336,0.070871,0.30727,0.29582,0.1154,0.015794,-0.077795,-0.35687,0.39656,0.33291,0.26257,0.31885,0.30907,0.43313,0.5422,0.38707,0.19665,0.2837,0.04388,-0.15505,0.4317,0.41434,0.33377,0.47396,0.42476,0.40648,0.50655,0.31874,0.068535,0.057149,0.1383,-0.14109,0.16308,0.18584,0.14226,0.35097
-0.15317,-0.023642,0.19288,0.25054,0.35583,0.17812,0.00058105,-0.25603,-0.19805,-0.064395,-0.0011973,0.10864,0.48563,0.47322,0.36221,0.59709,1,0.20946,0.058182,0.2151,0.12299,0.050272,-0.12884,0.20725,-0.02096,-0.15583,0.057076,0.14076,0.60219,0.12269,0.16856,0.35159,0.33541,0.24358,-0.071527,0.21324,-0.45645,-0.51887,-0.31207,-0.43809,-0.29666,-0.05022,0.18195,0.26609,0.38524,0.28253,0.065285,0.086078,-0.45659,-0.52463,-0.5314,-0.54184,-0.52528,-0.38104,-0.1452,0.15233,0.12106,-0.042608,-0.063608,-0.16798,-0.28214,-0.39001,-0.37027,-0.41291,-0.39136,0.15713,0.35013,0.29936,0.049659,-0.071149,-0.090936,-0.19039,0.33457,0.37104,0.33774,0.38014,0.30102,0.3902,0.51244,0.33882,0.16138,0.19766,0.0048761,-0.01794,0.35568,0.40096,0.37119,0.46534,0.40428,0.39205,0.42054,0.22871,0.12527,0.065097,0.098789,0.036833,0.13669,0.20214,0.20055,0.36088
0.23796,0.051165,0.069202,-0.13175,0.25865,0.66755,0.50725,0.21823,0.10123,0.15533,0.072281,0.080335,-0.12903,-0.091032,-0.044708,-0.052395,0.20946,1,0.26537,0.1429,0.16197,0.21064,0.032135,-0.02529,0.013902,-0.063541,-0.15404,-0.07147,0.22681,0.79109,0.13105,0.12049,0.11372,0.10864,-0.038983,-0.069236,0.15172,0.022996,-0.10766,-0.035181,0.12257,0.28755,0.0378,0.14327,0.023334,-0.031994,-0.093956,-0.030642,0.041624,0.018273,0.015903,0.044596,0.02595,0.18621,-0.12125,0.25976,0.0086214,-0.16692,-0.23716,-0.089289,-0.02747,-0.049353,0.04655,0.010084,-0.082042,-0.16619,-0.22958,-0.001582,-0.12174,-0.24059,-0.26067,-0.008373,-0.059762,-0.17604,0.018516,-0.11487,-0.16419,-0.21244,-0.16116,-0.27899,-0.2414,-0.20251,-0.15929,0.12378,-0.099393,-0.16586,-0.089589,-0.06581,-0.029802,-0.18465,-0.09291,-0.083767,-0.032791,-0.15662,-0.18345,0.17502,-0.12229,-0.1172,-0.19893,-0.11389
-0.066816,-0.064934,-0.1211,0.10642,0.10716,0.34107,0.37541,-0.065282,-0.19249,0.0164,0.25249,0.15106,0.17792,0.24527,0.017341,0.071126,0.058182,0.26537,1,0.37121,0.035661,0.087423,0.25679,0.11536,0.071711,0.1444,-0.00022822,0.04391,-0.002554,0.056486,0.79845,0.36177,0.15091,0.1888,0.34342,0.20783,-0.097436,-0.056571,-0.035492,0.014281,-0.027079,-0.13257,-0.050318,0.097708,0.16835,0.21077,0.315,0.28251,-0.0056498,0.072574,0.041354,0.062503,0.011482,-0.11235,0.033686,0.083897,0.11982,0.24712,0.073619,0.12397,0.026587,0.16823,0.14953,0.17863,0.21507,0.34899,0.28861,0.26503,0.12652,0.24115,0.021179,0.10856,-0.011816,0.17706,0.19951,0.2462,0.3442,0.30246,0.25827,0.2524,0.10652,0.17657,0.14207,0.16877,-0.081615,0.22243,0.13164,-0.064007,0.029683,0.17207,-0.093524,-0.19007,-0.21583,-0.0077367,0.062368,0.13214,0.050133,0.34152,0.14418,-0.12989
